मां	{'noun': ['positive']}
समाप्त	{'adj': ['negative']}
ज़ोरदार	{'adj': ['negative']}
कटुता	{'noun': ['negative']}
बाध्यता	{'noun': ['negative']}
जाज_का	{'adj': ['negative']}
चिंताओं	{'noun': ['negative']}
ईर्षापूर्ण	{'adj': ['negative']}
रूखापन	{'noun': ['negative']}
असत्कारशील	{'adj': ['negative']}
संदूषण	{'noun': ['negative']}
अन्तिम_मांग	{'noun': ['negative']}
प्रफुल्ल	{'adj': ['negative']}
टिका_हुआ	{'anypos': ['negative']}
विशाल_चीज़	{'noun': ['negative']}
बूढ़ा	{'adj': ['negative']}
घमंडी	{'noun': ['negative'], 'adj': ['negative']}
अवांछित	{'adj': ['negative']}
काल्पनिक	{'anypos': ['negative'], 'adj': ['negative']}
शंका	{'noun': ['negative']}
त्रुटि	{'noun': ['negative']}
हेकड़ी	{'noun': ['negative']}
शहादत	{'noun': ['negative']}
दलीलों	{'noun': ['negative']}
जोकर	{'noun': ['negative']}
घेराबंदी	{'noun': ['negative']}
मौन	{'adj': ['negative']}
उपेक्षा_करनेवाला	{'adj': ['negative']}
लालच	{'noun': ['negative']}
बैल_----	{'anypos': ['negative']}
दासता	{'noun': ['negative']}
दोषी_रूप_से	{'adv': ['negative']}
शपथ_ली	{'adj': ['negative']}
सीमा	{'noun': ['negative']}
पहले_से_न_सोचा	{'adj': ['negative']}
तनावपूर्ण	{'adj': ['negative']}
झूठे	{'noun': ['negative']}
आशंका	{'noun': ['negative']}
कष्टप्रद	{'anypos': ['negative']}
तुरत-फुरत_शेर_कहा_हुआ	{'adv': ['negative']}
दुर्गम	{'adj': ['negative']}
नमकहराम	{'adj': ['negative']}
नरभक्षक	{'noun': ['negative']}
काम_करता_है	{'noun': ['negative']}
बहस	{'noun': ['negative']}
चकित	{'anypos': ['negative'], 'adj': ['negative']}
शत्रुतापूर्ण	{'noun': ['negative']}
शापित	{'anypos': ['negative'], 'adj': ['negative']}
ज़बरदस्त	{'adj': ['negative']}
नियमविरूद्ध	{'adj': ['negative']}
अजगर	{'noun': ['negative']}
गतिहीन	{'adj': ['negative']}
कठोर	{'noun': ['negative'], 'adj': ['negative'], 'adv': ['negative']}
विल्स	{'noun': ['negative']}
विकृति	{'noun': ['negative']}
सबसे_खराब	{'adj': ['negative']}
धोखा_देता_है	{'anypos': ['negative']}
शत्रु	{'noun': ['negative']}
गंधक	{'noun': ['negative']}
अनिवार्य_रूप_से	{'adv': ['negative']}
जबरन_वसूली	{'noun': ['negative']}
जाली	{'adj': ['negative']}
ऐयाश	{'noun': ['negative']}
असमर्थनीय	{'noun': ['negative']}
असफल	{'adv': ['negative'], 'adj': ['negative']}
आनेवाला	{'adj': ['negative']}
दंडात्मक	{'noun': ['negative']}
अमानवीय	{'adj': ['negative']}
आलोचनाओं	{'noun': ['negative']}
गालियां_बकने_की_क्रिया	{'noun': ['negative']}
असंशोधनीय	{'adj': ['negative']}
उपहास	{'noun': ['negative']}
गोलमाल	{'noun': ['negative'], 'anypos': ['negative']}
कुंठित	{'adj': ['negative']}
डी_*_एम.एन.	{'anypos': ['negative']}
स्पष्ट	{'adj': ['negative']}
अंतिम_खाई	{'noun': ['negative']}
अल्पज्ञात	{'adj': ['negative']}
शिकायत_की	{'anypos': ['negative']}
बहरा	{'adj': ['negative']}
व्याकुलता	{'noun': ['negative']}
संवेदना	{'noun': ['negative']}
ठंड	{'adj': ['negative']}
ज़ब्त	{'noun': ['negative']}
दुर्बलता	{'noun': ['negative']}
नीचे	{'noun': ['negative']}
भयभीत	{'noun': ['negative'], 'adj': ['negative']}
अमीर_हो	{'noun': ['negative']}
बलात्कार	{'noun': ['negative']}
बाहरी	{'adj': ['negative']}
रहमदिल	{'adj': ['negative']}
पैठनेवाला	{'noun': ['negative']}
बी_एस	{'anypos': ['negative']}
अपरंपरागत	{'adj': ['negative']}
दाँव	{'noun': ['negative']}
रिआयत	{'noun': ['negative']}
मिलावटी	{'anypos': ['negative']}
बीमार_का_इलाज	{'adj': ['negative']}
तंग_करती_है	{'anypos': ['negative']}
उजड्ड	{'adj': ['negative']}
तीव्रता	{'noun': ['negative']}
दंभ	{'noun': ['negative']}
द्वेष	{'noun': ['negative']}
निस्सारता	{'noun': ['negative']}
पैग़ंबर	{'noun': ['negative']}
ध्यान_केंद्रित	{'anypos': ['negative']}
जटिल	{'adj': ['negative']}
भुलावा	{'noun': ['negative']}
अहंकारपूर्ण	{'adj': ['negative']}
बेकार_में	{'adv': ['negative']}
त्रासदी	{'noun': ['negative']}
बासी	{'adj': ['negative']}
दरार	{'noun': ['negative'], 'anypos': ['negative']}
अकड़	{'noun': ['negative']}
अयोग्यता	{'noun': ['negative']}
प्रबल	{'adj': ['negative']}
खून_खराबा	{'noun': ['negative']}
अवनति_का	{'adj': ['negative']}
परदारगमन_का	{'adj': ['negative']}
मूर्खता_से	{'anypos': ['negative']}
मातहती	{'noun': ['negative']}
जोखिम_भरा	{'adj': ['negative']}
पराया	{'noun': ['negative'], 'adj': ['negative']}
नकारात्मक	{'adj': ['negative']}
कोप	{'noun': ['negative']}
मुश्किल	{'noun': ['negative']}
रेंगना	{'anypos': ['negative']}
अनुपस्थिति	{'noun': ['negative']}
कट्टरपंथियों	{'noun': ['negative']}
निष्प्राण	{'adj': ['negative']}
शानदार	{'adj': ['negative']}
असत्यवत	{'adj': ['negative']}
पेचीदा	{'adj': ['negative']}
जागरूक	{'adj': ['negative']}
पृथक	{'adj': ['negative']}
परेशान_कर	{'anypos': ['negative']}
वज़नी	{'adj': ['negative']}
मरम्मत	{'noun': ['negative']}
करारापन	{'noun': ['negative']}
अंधा	{'anypos': ['negative']}
सामान्य	{'adj': ['negative']}
परेशान-चलो	{'noun': ['negative']}
स्वीकारोक्ति	{'noun': ['negative']}
नाश	{'noun': ['negative']}
घर_का_काम	{'noun': ['negative']}
रणभूमि	{'noun': ['negative']}
निंदक	{'adj': ['negative']}
अशुद्धियों	{'noun': ['negative']}
गरम	{'adj': ['negative']}
काटू	{'adj': ['negative']}
कोमल	{'adj': ['negative']}
प्रचार	{'noun': ['negative']}
रुचि	{'adj': ['negative']}
अभिमानी	{'anypos': ['negative'], 'adj': ['negative']}
लचीला	{'adj': ['negative']}
लंगड़ा_बत्तख	{'adj': ['negative']}
उल्टा	{'adj': ['negative']}
दुविधा_में_पड़ा_हुआ	{'adj': ['negative']}
क्रूरतापूर्ण	{'adj': ['negative']}
दर्दरहित	{'adj': ['negative']}
चाल	{'noun': ['negative']}
कटु	{'anypos': ['negative'], 'adj': ['negative']}
परतदार	{'adj': ['negative']}
मजाक	{'adj': ['negative']}
निरर्थक	{'adj': ['negative']}
सक्रिय	{'adj': ['negative']}
विशिष्ट	{'noun': ['negative']}
ठिठुराने	{'adj': ['negative']}
प्रवंचना	{'noun': ['negative']}
सौम्यता	{'noun': ['negative']}
जोड़_तोड़	{'adj': ['negative']}
हठ	{'adv': ['negative']}
नमकीन	{'adj': ['negative']}
असावधान	{'adj': ['negative']}
त्रुटिपूर्ण	{'noun': ['negative']}
परास्त	{'noun': ['negative']}
गमगीन	{'adj': ['negative']}
सारांश	{'adj': ['negative']}
चक्कर	{'adj': ['negative']}
अन्यायपूर्ण	{'adj': ['negative']}
प्रलय_का_दिन	{'noun': ['negative']}
कट्टरवाद	{'noun': ['negative']}
आत्म-समालोचना	{'noun': ['negative']}
पीसा_हुआ	{'adj': ['negative']}
कपटपूर्ण	{'adj': ['negative']}
रोनेवाला	{'noun': ['negative']}
बिना_शर्त	{'adj': ['negative']}
विकल	{'adj': ['negative']}
बिगड़ा_हुआ	{'adj': ['negative']}
मोक्ष	{'noun': ['negative']}
टोल	{'noun': ['negative']}
निराशावाद	{'noun': ['negative']}
जेल	{'noun': ['negative']}
बचाव	{'adj': ['negative']}
कुख्यात	{'adv': ['negative'], 'adj': ['negative']}
निकम्मेपन	{'adv': ['negative']}
अप्रसन्नता	{'noun': ['negative']}
हस्तक्षेप	{'noun': ['negative']}
हुड	{'noun': ['negative']}
आलोचना_की	{'anypos': ['negative']}
ज़बरदस्ती_से	{'adv': ['negative']}
नागवार	{'adj': ['negative']}
अधिनायकवादी	{'adj': ['negative']}
बधिया	{'anypos': ['negative']}
मस्त	{'adj': ['negative']}
समस्या	{'noun': ['negative']}
अज्ञान	{'noun': ['negative']}
दिलेर	{'adj': ['negative']}
अनिवार्यत:	{'adv': ['negative']}
अवशेष	{'noun': ['negative']}
अपाहिज_होना	{'noun': ['negative']}
सांस_लेने_में_तकलीफ	{'noun': ['negative']}
अशुद्धता	{'noun': ['negative']}
धार	{'noun': ['negative'], 'adj': ['negative']}
थियेटर_का	{'adj': ['negative']}
विस्थापित	{'adj': ['negative']}
कुपित	{'adj': ['negative']}
रोगी	{'adj': ['negative']}
अकल्पनीय	{'adj': ['negative']}
जंगल_वापस	{'anypos': ['negative']}
बेबसी	{'noun': ['negative']}
अनिच्छा_से	{'adv': ['negative']}
मलिन	{'adj': ['negative']}
सूखा	{'noun': ['negative'], 'adj': ['negative']}
लोभी	{'anypos': ['negative'], 'adj': ['negative']}
चैंपियन	{'noun': ['negative']}
विश्रंभी	{'adj': ['negative']}
निद्राकर_औषध	{'noun': ['negative']}
में_शिकायत	{'noun': ['negative']}
अराजकतावादी	{'noun': ['negative']}
एक_प्रकार_का_जहाज़	{'noun': ['negative']}
उबाऊ	{'anypos': ['negative']}
प्रचुरता	{'noun': ['negative']}
संयमी	{'adj': ['negative']}
विधर्मिक	{'adj': ['negative']}
VIRAGO	{'noun': ['negative']}
कटाव_का	{'adj': ['negative']}
अस्पताल	{'noun': ['negative']}
शिखर	{'noun': ['negative']}
संयम	{'noun': ['negative']}
प्रतिभा	{'noun': ['negative']}
आलस	{'noun': ['negative']}
अपमानजनक	{'adj': ['negative']}
शून्य	{'noun': ['negative']}
वश्य	{'adj': ['negative']}
गर्वित	{'adj': ['negative']}
आंधी	{'noun': ['negative']}
साथ_दुर्व्यवहार	{'anypos': ['negative']}
संक्षिप्त	{'adj': ['negative']}
धोखा	{'noun': ['negative']}
खुदराय	{'adj': ['negative']}
अविश्वसनीय_रूप_से	{'adv': ['negative']}
ग़ैरक़ानूनी	{'adj': ['negative']}
खोलना	{'noun': ['negative']}
परोक्ष	{'adj': ['negative']}
संन्यास	{'noun': ['negative']}
ग़लत_बयान	{'noun': ['negative']}
बिना_लाइसेंस	{'adj': ['negative']}
बनिया	{'noun': ['negative']}
जख्म	{'adj': ['negative']}
प्रतिशोध	{'noun': ['negative']}
सरल	{'adj': ['negative']}
ताने	{'noun': ['negative']}
धब्बेदार	{'adj': ['negative']}
बलवान	{'adj': ['negative']}
दोषी	{'adj': ['negative']}
अस्थिर	{'adj': ['negative']}
प्राणघातक_रूप_से	{'adv': ['negative']}
एक_प्रकार_की_मछली	{'noun': ['negative']}
कलह_की_इच्छा	{'noun': ['negative']}
ग़लत_व्याख्या	{'noun': ['negative']}
बेवफ़ा	{'noun': ['negative'], 'adj': ['negative']}
भयावहता	{'noun': ['negative']}
धीमा	{'adj': ['negative']}
समस्याओं	{'noun': ['negative']}
बद	{'adj': ['negative']}
अपरिहार्य	{'noun': ['negative']}
निकटस्थता	{'noun': ['negative']}
रोग	{'noun': ['negative']}
पुराने_ढंग_का	{'adj': ['negative']}
अनमना	{'adj': ['negative']}
निष्ठुर	{'adj': ['negative']}
करतब	{'noun': ['negative']}
सादगीपसन्द	{'adj': ['negative']}
जला_दिया	{'anypos': ['negative']}
भड़कीला	{'adj': ['negative']}
रहस्यमय_तरीके	{'adv': ['negative']}
वीभत्स	{'adj': ['negative']}
बोझ	{'noun': ['negative']}
बुरा_प्रबंध	{'noun': ['negative']}
कड़वा	{'adj': ['negative']}
असंतुष्टों	{'noun': ['negative']}
धृष्टता	{'noun': ['negative']}
बकवास	{'noun': ['negative'], 'anypos': ['negative']}
बंद_करे	{'adj': ['negative']}
अनुचित	{'anypos': ['negative'], 'adj': ['negative']}
मेला	{'noun': ['negative'], 'adv': ['negative']}
चारपाई	{'noun': ['negative']}
शून्यता	{'noun': ['negative']}
विषमताएं	{'noun': ['negative']}
सस्ते_में	{'anypos': ['negative']}
मुंहतोड़	{'adj': ['negative']}
जगहंसाई	{'noun': ['negative']}
अतिप्रजन_का	{'adj': ['negative']}
नाख़ुश	{'noun': ['negative']}
विवादी	{'adj': ['negative']}
निराना	{'noun': ['negative']}
सर्वनाश	{'noun': ['negative'], 'adj': ['negative']}
दु:_ख	{'noun': ['negative'], 'adj': ['negative']}
निषेध	{'noun': ['negative']}
प्रतिरोधी	{'noun': ['negative']}
शोर	{'noun': ['negative'], 'adj': ['negative']}
झूठा	{'noun': ['negative']}
अंधाधुंध	{'adv': ['negative']}
मोलिकता	{'noun': ['negative']}
बंधक	{'noun': ['negative']}
फ़ुटपाथ	{'adj': ['negative']}
अनंत	{'adj': ['negative']}
खरब	{'adj': ['negative']}
धौंसिया	{'noun': ['negative']}
अप्रत्याशित	{'adj': ['negative']}
कील	{'noun': ['negative']}
उन्मत्त	{'adj': ['negative']}
धूसर	{'adj': ['negative']}
गंदे	{'anypos': ['negative']}
चकाचौंध	{'anypos': ['negative']}
ग़लतापना	{'noun': ['negative']}
तकरार	{'noun': ['negative']}
लाल_चकत्ते	{'adj': ['negative']}
उभयवृत्तिता	{'anypos': ['negative']}
आरोप_लगाया	{'adj': ['negative']}
अनार्थिक	{'adj': ['negative']}
मोहभंग	{'adj': ['negative']}
विभाजन	{'noun': ['negative']}
कृत्रिम	{'adj': ['negative']}
असमानता	{'noun': ['negative']}
चिकनाई_से	{'adv': ['negative']}
कार्टून	{'noun': ['negative']}
षड्यंत्रकारियों	{'noun': ['negative']}
वियोग	{'noun': ['negative']}
सदर्प	{'adv': ['negative']}
सुनसार_जंगल	{'anypos': ['negative']}
साम्राज्यवादी	{'noun': ['negative']}
दोगला	{'adj': ['negative']}
मुजरिम	{'adj': ['negative']}
शोकाकुल	{'adj': ['negative']}
जर्द	{'adj': ['negative']}
नकली	{'adj': ['negative']}
सीमांत	{'adv': ['negative'], 'adj': ['negative']}
ग़फ़लत	{'noun': ['negative']}
युद्ध_की_तरह	{'noun': ['negative']}
बैर	{'noun': ['negative']}
भेदभाव	{'noun': ['negative']}
काटकर_अलग_करना	{'adj': ['negative']}
चिड़चिड़पन	{'adv': ['negative']}
डांट-डपट	{'noun': ['negative']}
असामयिक	{'adj': ['negative']}
अशांत	{'adj': ['negative']}
अशांति	{'noun': ['negative']}
प्रत्याख्यान	{'noun': ['negative']}
तड़का_हुआ	{'adj': ['negative']}
ढीला	{'noun': ['negative']}
परिहार	{'noun': ['negative']}
अत्याचार	{'noun': ['negative'], 'adj': ['negative']}
उथला	{'adj': ['negative']}
चेतावनी_देनेवाला	{'adj': ['negative']}
उत्पीड़कों	{'noun': ['negative']}
अनिच्छुक	{'adj': ['negative']}
बेतुका	{'adj': ['negative']}
विलक्षण	{'adj': ['negative']}
बाहर_निकलने_देना	{'noun': ['negative']}
अमानवीकरण	{'noun': ['negative']}
लोभ	{'noun': ['negative']}
अनिमेष	{'noun': ['negative']}
तिरस्कारपूर्ण	{'adj': ['negative']}
अल्हड़	{'adj': ['negative']}
कल्पित_सरदार	{'noun': ['negative']}
लक्ष्यहीन	{'adj': ['negative']}
भय	{'noun': ['negative']}
बेईमानी	{'noun': ['negative']}
दिल_तोड़ने	{'noun': ['negative']}
कृतध्नता	{'noun': ['negative']}
अधीरता	{'noun': ['negative']}
चूक	{'noun': ['negative']}
कीट	{'noun': ['negative']}
विनियमन	{'noun': ['negative']}
दुर्घटनाग्रस्त_होने	{'anypos': ['negative']}
बदगुमान	{'adj': ['negative']}
उद्धत	{'adj': ['negative']}
अल्ट्रा_कट्टर	{'noun': ['negative']}
कलंकी	{'adj': ['negative']}
हानि	{'noun': ['negative']}
संकरा	{'noun': ['negative']}
भीख_माँग	{'noun': ['negative']}
मनमाना	{'adj': ['negative']}
कुल_भार	{'adj': ['negative']}
चोट	{'noun': ['negative'], 'anypos': ['negative']}
निर्धन	{'adj': ['negative']}
हर्जाना	{'anypos': ['negative']}
असभ्य	{'noun': ['negative'], 'adj': ['negative']}
विचार_शक्ति_हर_लिया	{'adj': ['negative']}
फ़ायदेमंद	{'adj': ['negative']}
विचित्र	{'anypos': ['negative'], 'adj': ['negative']}
कट्टरपंथी	{'noun': ['negative']}
चमक_से	{'adv': ['negative']}
जीर्णता	{'noun': ['negative']}
भौचक्का	{'adj': ['negative']}
वाइरस	{'noun': ['negative']}
अपरीक्षित	{'adj': ['negative']}
नरम	{'adj': ['negative']}
बर्बर	{'anypos': ['negative']}
आत्मसमर्पण	{'noun': ['negative']}
चकमा	{'noun': ['negative']}
असामाजिक	{'adj': ['negative']}
घनी	{'adv': ['negative']}
भोला	{'adj': ['negative']}
असफलता	{'noun': ['negative']}
हानिकर	{'noun': ['negative']}
कर्कश_ध्वनी	{'adv': ['negative']}
संदिग्ध	{'noun': ['negative'], 'adj': ['negative']}
असंबद्धता	{'noun': ['negative']}
गुब्बार	{'noun': ['negative']}
इसरो	{'adv': ['negative']}
थका_हुआ	{'adj': ['negative']}
कचरा	{'noun': ['negative']}
अबल	{'adj': ['negative']}
तेजतर्रार	{'noun': ['negative']}
असहनीय	{'adj': ['negative']}
मैल	{'noun': ['negative']}
क्रोध	{'noun': ['negative']}
अनियन्त्रित_शासक	{'noun': ['negative']}
दुर्लभ	{'adj': ['negative']}
बस्ट	{'anypos': ['negative']}
काली	{'adj': ['negative']}
निष्फलता	{'noun': ['negative']}
अल्पभाषी	{'adj': ['negative']}
प्रसन्न	{'noun': ['negative']}
बंटवारे	{'adj': ['negative']}
दुर्व्यवहार	{'noun': ['negative']}
अनैच्छिक	{'adj': ['negative']}
डींग_मारनेवाला	{'noun': ['negative']}
वक्रपटुता	{'noun': ['negative']}
लेक	{'noun': ['negative']}
बैठ_जाता_है	{'anypos': ['negative']}
दिलासा_देनेवाला	{'noun': ['negative']}
मौत	{'noun': ['negative']}
गलत	{'adv': ['negative']}
कैंसर_का	{'adj': ['negative']}
आक्रामकता	{'noun': ['negative']}
मांग_करनेवाला	{'adj': ['negative']}
से_ग्रस्त_मरीजों_को	{'noun': ['negative']}
नृशंस	{'adj': ['negative']}
गुस्से_का_आवेश	{'noun': ['negative']}
ज़ब्त_करना	{'noun': ['negative']}
परख	{'noun': ['negative']}
बाधा	{'noun': ['negative']}
छोटी_बात	{'noun': ['negative']}
विरोधाभासी	{'adj': ['negative']}
लड़ाई-लाइनों	{'noun': ['negative']}
पंडिताऊ	{'adj': ['negative']}
मादा_का	{'adj': ['negative']}
भरा_हुआ	{'noun': ['negative'], 'anypos': ['negative']}
तिरस्कारी	{'anypos': ['negative']}
स्वार्थपरता	{'noun': ['negative']}
रिश्वतखोरी	{'anypos': ['negative']}
अपवित्रता_से	{'adv': ['negative']}
आलसी	{'noun': ['negative'], 'adj': ['negative']}
वापसी	{'noun': ['negative']}
कान	{'noun': ['negative']}
बदतर	{'adj': ['negative']}
अयोग्य	{'adj': ['negative']}
अविश्वसनीय	{'adv': ['negative'], 'adj': ['negative']}
तुच्छता	{'adv': ['negative']}
ऐयाशी	{'noun': ['negative']}
अस्तित्वहीन	{'adj': ['negative']}
अस्वस्थता	{'noun': ['negative']}
आसक्ति	{'noun': ['negative']}
राक्षस	{'noun': ['negative']}
हद_से_ज़्यादा	{'adj': ['negative']}
पूर्वचिन्तित	{'adj': ['negative']}
विस्मयकारी	{'anypos': ['negative']}
सहनशीलता	{'noun': ['negative']}
निडर	{'adj': ['negative']}
अत्याचार_करनेवाला	{'adj': ['negative']}
प्रकार_है	{'adj': ['negative']}
क्षुद्र	{'adj': ['negative']}
भद्दा	{'anypos': ['negative'], 'adj': ['negative']}
विभाजनकारी	{'noun': ['negative']}
महान	{'adj': ['negative']}
खोखला	{'adj': ['negative']}
अनुतापी	{'adj': ['negative']}
असंभव	{'adj': ['negative']}
प्रबोधन	{'noun': ['negative']}
अनिर्दिष्ट	{'adj': ['negative']}
स्याना	{'adj': ['negative']}
गलत_कह	{'adj': ['negative']}
संदेह	{'noun': ['negative']}
मतभेद	{'noun': ['negative']}
घटते	{'adj': ['negative']}
अभिसंधि	{'noun': ['negative']}
अनिष्ट	{'noun': ['negative']}
अशिष्ट	{'adj': ['negative']}
स्वीकृत	{'adj': ['negative']}
लापरवाह	{'adj': ['negative']}
हमेशा_जानेवाला	{'adj': ['negative']}
कैम	{'anypos': ['negative']}
रक्तरंजित	{'adj': ['negative']}
लापरवाही	{'noun': ['negative'], 'adv': ['negative']}
उलझन	{'noun': ['negative']}
अतिक्रमण	{'noun': ['negative']}
चापलूसी_नहीं	{'adj': ['negative']}
पुनर्वासन	{'noun': ['negative']}
मैक्सी_अवमूल्यन	{'noun': ['negative']}
जाल	{'noun': ['negative']}
व्याप्त	{'adj': ['negative']}
संकीर्ण	{'adj': ['negative']}
नास्तिकता	{'noun': ['negative']}
हवादार	{'adj': ['negative']}
आवेग	{'adj': ['negative']}
चुनाव_का	{'adj': ['negative']}
भगदड़	{'noun': ['negative']}
कटुतापूर्वक	{'anypos': ['negative']}
भ्रूभंग	{'noun': ['negative']}
बौना	{'noun': ['negative']}
कल्पनातीत	{'adv': ['negative']}
दुर्जेय	{'adj': ['negative']}
अनिच्छा	{'noun': ['negative']}
यहूदी_बस्ती	{'noun': ['negative']}
असंतुष्ट	{'adj': ['negative']}
रहस्यमय	{'adj': ['negative']}
दुश्मनों	{'noun': ['negative']}
अपमानित	{'adj': ['negative']}
भद्दापन	{'noun': ['negative']}
ग़द्दार	{'noun': ['negative']}
कटाव	{'noun': ['negative']}
निषिद्ध	{'adj': ['negative']}
मुक़ाबला	{'noun': ['negative']}
अत्याचारी	{'adj': ['negative']}
याद_दिलानेवाला	{'noun': ['negative']}
आदिम	{'noun': ['negative']}
वीरानी	{'noun': ['negative']}
मानहानि	{'noun': ['negative']}
टॉनिक	{'adj': ['negative']}
दुर्लभ_वस्तु	{'noun': ['negative']}
अप्रत्याशित_रूप_से	{'adv': ['negative']}
विश्वासघात	{'noun': ['negative'], 'adv': ['negative']}
चूतड़	{'noun': ['negative']}
कोटिंग	{'noun': ['negative']}
असुविधा	{'noun': ['negative']}
कम_होनेवाला	{'adj': ['negative']}
फटकार	{'noun': ['negative'], 'anypos': ['negative']}
बेमिसाल	{'adj': ['negative']}
निन्दनीय	{'anypos': ['negative'], 'adj': ['negative']}
भारी	{'adv': ['negative']}
बदतमीजी	{'noun': ['negative']}
अप्रतिबंधित	{'adj': ['negative']}
भीषण	{'adj': ['negative']}
उत्साही	{'adj': ['negative']}
व्यथा	{'noun': ['negative']}
बावजूद	{'noun': ['negative']}
नकार	{'noun': ['negative']}
घपलेबज़ी	{'noun': ['negative']}
संकुल	{'adj': ['negative']}
परत	{'noun': ['negative']}
विस्मृति	{'noun': ['negative']}
गंभीरता	{'noun': ['negative']}
दीवाना	{'noun': ['negative'], 'anypos': ['negative']}
भयंकरता	{'noun': ['negative']}
आसमान_छू	{'adj': ['negative']}
सदा_एकसां	{'adj': ['negative']}
आवारा	{'noun': ['negative'], 'adj': ['negative']}
उत्साह	{'noun': ['negative']}
चिंताजनक	{'anypos': ['negative'], 'adj': ['negative']}
वैष्णव	{'noun': ['negative']}
बाढ़	{'noun': ['negative']}
उम्र_के_अंतर्गत	{'adj': ['negative']}
उलझन_में	{'noun': ['negative']}
इनवेसिव	{'adj': ['negative']}
गुनगुना	{'adj': ['negative']}
ताक़त	{'noun': ['negative']}
खंडहर_वाला	{'adj': ['negative']}
पंच	{'noun': ['negative']}
नीच	{'noun': ['negative'], 'adj': ['negative']}
हड़पनेवाला	{'noun': ['negative']}
जघन्य	{'adj': ['negative']}
जर्जर	{'adj': ['negative']}
शर्म	{'noun': ['negative']}
अव्याख्येय	{'adj': ['negative']}
रोष	{'noun': ['negative']}
हार	{'noun': ['negative']}
अधिकृत	{'adj': ['negative']}
बेढब	{'adj': ['negative']}
हरकत	{'noun': ['negative']}
खाट	{'noun': ['negative']}
कठोरता	{'noun': ['negative']}
विरोधी_कब्जे	{'noun': ['negative']}
चिड़चिड़ा	{'anypos': ['negative'], 'adj': ['negative']}
दरारें	{'noun': ['negative'], 'anypos': ['negative']}
शर्मिंदगी	{'noun': ['negative']}
विकलांग	{'adj': ['negative']}
पागल	{'noun': ['negative'], 'anypos': ['negative'], 'adj': ['negative']}
शत्रुता	{'noun': ['negative']}
प्रतिकार_का	{'adj': ['negative']}
आकार	{'adj': ['negative']}
चोरी	{'noun': ['negative']}
असुविधाजनक	{'adj': ['negative']}
रूखा	{'adj': ['negative']}
विसंगतियों	{'noun': ['negative']}
टपकन	{'noun': ['negative']}
अदृष्ट	{'adj': ['negative']}
तोड़ा-मरोड़ा	{'adj': ['negative']}
अमंगल	{'adj': ['negative']}
पराए_काम_में_वाधा_डालनेवाला	{'noun': ['negative']}
बहिष्कार	{'noun': ['negative']}
ग़मगीन	{'adj': ['negative']}
मातहत	{'adj': ['negative']}
ग़ुस्सैल	{'adj': ['negative']}
भटकनेवाला	{'adj': ['negative']}
अनुविता	{'noun': ['negative']}
राज-द्रोह	{'noun': ['negative']}
लाभार्थी	{'noun': ['negative']}
संकल्प	{'noun': ['negative']}
प्रतिपक्षी	{'noun': ['negative']}
भगोड़ा	{'adj': ['negative']}
आग्रह	{'noun': ['negative']}
तानाशाही	{'noun': ['negative']}
विमुख	{'adj': ['negative']}
किरकिरा	{'adj': ['negative']}
धोखा_देती_है	{'anypos': ['negative']}
ऐंठन	{'anypos': ['negative']}
विवादित	{'adj': ['negative']}
भावुक	{'adj': ['negative']}
खून	{'noun': ['negative']}
कैनन_का	{'adj': ['negative']}
प्राणहर	{'adj': ['negative']}
राष्ट्रवाद	{'noun': ['negative']}
बदबूदार	{'adj': ['negative']}
उत्तेजना	{'noun': ['negative']}
निरर्थक_व्यापार	{'noun': ['negative']}
बचकाना	{'adj': ['negative']}
आरोप	{'noun': ['negative'], 'anypos': ['negative']}
शोभा	{'noun': ['negative']}
खतरनाक	{'adv': ['negative'], 'adj': ['negative']}
विश्वासपूर्वक	{'anypos': ['negative']}
शोर_मचाते_हुए	{'adj': ['negative']}
टूटा	{'anypos': ['negative']}
नेमसिस	{'noun': ['negative']}
हंगामा	{'noun': ['negative']}
छोटे_आकार_का	{'adj': ['negative']}
विनीत_करनेवाला	{'adj': ['negative']}
शर्मनाक	{'noun': ['negative']}
संभावना	{'adj': ['negative']}
निष्ठाहीन	{'adj': ['negative']}
बहु-ध्रुवीकरण	{'noun': ['negative']}
उपाय_कुशलता	{'noun': ['negative']}
जाम	{'noun': ['negative']}
आराम_से	{'adv': ['negative']}
दानव	{'noun': ['negative']}
तारतम्यहीन	{'adj': ['negative']}
झागदार	{'adj': ['negative']}
बेदर्दी	{'noun': ['negative']}
निरर्थकता_से	{'adv': ['negative']}
डींगवाला	{'noun': ['negative']}
विपत्ति	{'noun': ['negative']}
विप्लव	{'noun': ['negative']}
संप्रदायवादी	{'noun': ['negative']}
मरणासन्न	{'adj': ['negative']}
बेसुध	{'adj': ['negative']}
गूंगा	{'noun': ['negative']}
गुस्सा_दिलाना	{'anypos': ['negative']}
आग्रही	{'adj': ['negative']}
स्वयं_को_हराने	{'adj': ['negative']}
मर्मभेदी	{'adj': ['negative']}
घिनौना	{'adj': ['negative']}
विघटन	{'noun': ['negative']}
कट_जाना	{'noun': ['negative']}
अजेय	{'adj': ['negative']}
अफवाह	{'noun': ['negative']}
रक्तहीनता_से_पीड़ित	{'adj': ['negative']}
गंभीर	{'noun': ['negative'], 'adj': ['negative']}
श्रेष्ठता	{'noun': ['negative']}
सिर_दर्द	{'noun': ['negative']}
जलन	{'noun': ['negative']}
खोया	{'adj': ['negative']}
